ID,Year,From School Edit,To School Edit,Current Title,Gender,JD Year,JD School,# of Post-JD Degrees, TextPost , # Degrees ,Type,# of teaching jobs,Year of first teaching job,From Rank,To Rank,Rank diff,From Pop,To Pop,Pop diff
0000376B,2014,University of Dayton,Creighton University,Paul McGreal ,M,NA,Southern Methodist University,1, 1 , 1.00 ,,4,2000,99,133,-34,1127983,949726,-178257
00003772,2014,"University of Colorado, Boulder",Georgetown University,Professor of Law; Associate Dean for Academic Affairs; Chief Data Officer,M,1999,UCLA,0, 0 , -   ,,2,2006,99,14,85,1127983,6280697,5152714
00003779,2014,Drake University,Texas A&M University,"Regents Professor of Law and Communication and Director, Center for Law and Intellectual Property",M,1999,Yeshiva University,0, 0 , -   ,,13,2001,105,60,45,699292,7573136,6873844
00003780,2014,University of Florida,"University of Missouri, Columbia",Floyd R. Gibson Missouri Endowed Professor Emeritus of Law,M,1977,University of Michigan,0, 0 , -   ,,5,1985,99,141,-42,1127983,1344910,216927
00003787,2014,Regent University,Campbell University,Professor,M,NA,University of Wisconsin,0, 0 , -   ,,1,1998,150,150,0,1765031,1390785,-374246
0000378E,2014,Fordham University,"University of California, Berkeley","Co-Director, Berkeley Center for Law & Technology Distinguished Haas Chair",F,1998,University of Chicago,0, 0 , -   ,,3,2008,27,99,-72,19216182,1127983,-18088199
00003795,2014,"University of Oklahoma, Norman",Texas A&M University,Professor of Law and Director of India Programs,F,1994,National Law School of India University,2, 2 , 2.00 ,,2,2003,62,60,2,2266715,7573136,5306421
000037A3,2014,Hofstra University,Texas A&M University,"Professor of Law and Director, Program for the Advancement of Legal Ethics",F,1977,Antioch School of Law,1, 1 , 1.00 ,,5,1981,102,60,42,19216182,7573136,-11643046
000037AA,2014,Northwestern University,Harvard University,Stanley S. Surrey Professor of Law,M,2001,Harvard,1, 1 , 1.00 ,,6,2005,8,3,5,9457867,4873019,-4584848
000037B1,2014,University of Georgia,Vanderbilt University,"Professor of Law Director, International Legal Studies Program",M,2006,Berkeley,1, 1 , 1.00 ,,2,2010,99,18,81,1127983,1933860,805877
000037B8,2014,Albany Law School,Georgia State University,"Associate Dean for Research & Faculty Development; Distinguished University Professor & Professor of Law Administration/Leadership, Center for Law Health and Society",M,1991,Yale,0, 0 , -   ,,5,1992,31,76,-45,251836,6018744,5766908
000037BF,2014,"University of California, Hastings","University of California, Davis",John D. Ayer Chair in Business Law and Martin Luther King Jr. Professor of Law,M,1991,Yale,0, 0 , -   ,,2,1995,99,99,0,1127983,1127983,0
,,,,,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,, ,,,
